chapter_name,qns
Whole Numbers,"A juice bar has a total of 1509 cans of juice. There are 223 cans of pineapple juice. The number of cans of orange juice is twice the total number of cans of pineapple juice, blueberry juice and cranberry juice. The number of cans of cranberry juice is three times the number of cans of blueberry juice. How many cans of blueberry juice does the bar have? "
Whole Numbers,"The rice in 3 boxes A, B and C have a total mass of 144 kg. Box C has 22 kg of rice. The total mass of rice in boxes B and C is a quarter of the mass of the rice in box A. How much rice must be transferred from box A to box B and box C, so that all the three boxes have the same mass of rice? (a) Amount of rice transferred from box A to box B: _____ kg (b) Amount of rice transferred from box A to box C: _____ kg   Notes to student:    "
Whole Numbers,"Dean and Sam had a total of $123 at first. Mary gave Sam $7 and John gave Sam $10. In the end, Sam had thirteen times as much money as Dean. (a) How much money did Sam have at first? (b) How much money did Dean have at first?  Notes to students:"
Whole Numbers,"At an airport, there were a total of 16000 people at terminal A and terminal B. After 2000 people from terminal A left the airport, terminal A had 6 times as many people as terminal B. Find : (a) the number of people at terminal A in the end. (b) the number of people at terminal B initially.  Notes to student:"
Whole Numbers,"There were a total of 1080 fruits in two racks, A and B. After 450 fruits from rack B were sold, rack B had 6 times as many fruits as rack A. How many more fruits than rack A did rack B have at first? "
Whole Numbers,Sally bought 80 sweets and cookies. Each sweet cost $1 and each cookie cost $2 more than each sweet. The total cost of the cookies was $160 more than the total cost of the sweets. (a) How many cookies did Sally buy? (b) How much did Sally spend on the sweets?   Notes to student:
Whole Numbers,Jennifer bought a total of 54 chocolate and vanilla ice creams. Each chocolate ice cream costs $6 and each vanilla ice cream costs $4.50 The total cost of the chocolate ice creams is $51 more than the total cost of the vanilla ice creams. How many more chocolate ice creams than vanilla ice creams did she buy?
Whole Numbers,A goldsmith has a total of 450 rings and bracelets. The total value of the bracelets is $4950 more than the total value of the rings. Each bracelet is priced at $300 and each ring costs $150 Find the total value of all the jewellery that the goldsmith has.
Whole Numbers,45 people are travelling in a bus from location A to location B. The ticket for a senior citizen who is 60 years of age or older is priced at $6. The cost of a normal ticket is $9. The total collection from the senior citizens who are aged 60 years or older is $135 more than the collection from the other passengers. How many senior citizens aged 60 years or older were travelling in the bus? 
Whole Numbers,Marcos paid $408 for 42 dinner sets. He spent $13 on each large set and $7 on each small set. How many large sets did he buy?
Whole Numbers,"John bought 18 calculators and shirts. In the process, he spent a total of $171. A calculator costs $4.50 more than a shirt. A shirt costs $8. (a) How many calculators did he buy? (b) How many shirts did he buy?  Notes to student:  "
Whole Numbers,The total number of cars and bicycles in a parking lot is 105. The total number of car wheels is 222 more than the total number of bicycle wheels. Calculate the number of cars in the parking lot.
Whole Numbers,"The number of mangoes in a refrigerator is greater than 100 but less than 110. If I put these mangoes into baskets of 25, there will be a remainder of 4 mangoes. If I put these mangoes into baskets of 3, there will be a remainder of 2 mangoes. Determine the total number of mangoes in the refrigerator.  "
Whole Numbers,"I am thinking of a number. If I divide the number by 7, there will be a remainder of 5. If I divide the number by 12, there will be a remainder of 10. If the number is between 60 and 100, what is the number?"
Whole Numbers,"I am thinking of a number. If I divide the number by 6, I get a remainder of 7. If I divide the number by 7, I get a remainder of 4. If the number is between 30 and 70, what number am I thinking of?"
Whole Numbers,Melissa bought some cookies and sweets with 3 $50 notes and received a change of $49. The cost of each sweet is $2. The cost of each cookie is $1. Melissa bought 16 more sweets than cookies. (a) How much do the cookies cost in total? (b) How much do the sweets cost in total?  Notes to student:
Whole Numbers,"Pearl had some rolls of ribbons and balls of yarn which when combined, had a total length of 1250 m. The length of yarn contained in a ball is 25 m. Each roll of ribbon is 5 m longer than each ball of yarn. If there were 5 more rolls of ribbon than balls of yarn, how many rolls of ribbon does Pearl have?"
Whole Numbers,"A clinic ordered and received 1900 pills to be packed into medicine bottles. A small medicine bottle will have 30 pills, while a big medicine bottle will have 20 more pills than the small bottle. If there are 10 more small bottles than big bottles, what is the total number of pills in the big bottles? "
Whole Numbers,There were 28 male and female employees in an office. There were 4 more male than female employees. Each male earned $600 more than each female. The total salary paid out to the employees in the office last month was $23600. What was the total amount earned by the female employees last month? 
Whole Numbers,A group of mountaineers went on an expedition to climb Mt. Everest had 27 males and some females. They paid a total amount of $37800 as entry fees to the base camp. Every male member paid $300 more than a female member. There were 9 less females than males. What is the difference in the total amount of money collected at the base camp from the male and female mountaineers?
Whole Numbers,1130 notebooks were distributed among some children. There were 16 boys. There were 10 less girls than boys. Each boy received 6 more notebooks than each girl. How many less notebooks will the girls receive than the boys?
Whole Numbers,An examination had 160 multiple choice questions. 1.5 marks were deducted for every wrong answer and 2.5 marks were awarded for every correct answer. Naomi ended up with 384 marks while her friend Susan scored only 304 marks. How many more answers did Susan get wrong than Naomi?
Whole Numbers,"A shoe shop had a stock of 960 pairs of shoes. Some of them were manufactured last year and some of them were new pairs of shoes which were manufactured this year. The shop decided to sell off the old stock of shoes which were manufactured last year at a lower price and lost $24 per pair in the process. The shop earned $216 by selling each new pair of shoes. When the entire stock was sold, the shop earned a total of $18000. Find the number of pairs of shoes that were manufactured last year."
Whole Numbers,"A multinational company entrusted the delivery of 400 important documents to a courier agent. The courier agent would charge the company $15 for every document it delivered correctly, but promised to pay $33 to the company for every wrong delivery. The courier agent earned a total amount of $4848 from the delivery of all the documents. How many documents were not delivered correctly?"
Whole Numbers,"At first, John had 1200 marbles and Mary had 500 less marbles than him. Each of them gave away an equal number of marbles to Kelly. In the end, Mary had half as many marbles as John. How many marbles did each of them give away?"
Whole Numbers,"A few weeks ago, it was observed that there were 255 street lights in locatlity X and 615 street lights in locality Y. Recently, an equal number of street lights were installed in both the localities. Subsequently, the number of street lights in locality Y was found to be two times the number in locality X. How many new street lights were installed in each locality?"
Whole Numbers,"Container B had 312 kg of rice less than container A which had 324 kg of rice. An equal amount of rice was added to each container. As a result, container B had14of the quantity of rice in container A. What was the quantity of rice added to each container?"
Whole Numbers,There are a total of 80 heads and 200 legs on a farm. The farm only has pigs and chickens. (a) How many pigs are there? (b) How many chickens are there?   Notes to student:
Whole Numbers,A large bowl contains 9 fruits and a small bowl has 5 fruits. There are 45 fruit bowls in all and the total number of fruits in them is 297. (a) How many small bowls are there? (b) Find the number of fruits in all the large bowls.  Notes to student:
Whole Numbers,Mr Churchill spent $15 on 60 pens and pencils. The cost of a pen is 30 cents. Each pencil costs 12 cents less. How many pens did Mr Churchill buy?
Whole Numbers,"A class of 20 students were tasked to paint some chairs. Sally and Tom fell ill and did not come to school. As a result, each of the remaining students had to paint 10 extra chairs. How many chairs must the class of 20 students paint? "
Whole Numbers,"A dairy farm had a fleet of 20 vans delivering milk to a city. One morning, 4 of the vans broke down and were unable to make deliveries. Hence, each of the other vans had to deliver 10 extra crates each. How many crates of milk were delivered altogether? "
Whole Numbers,"In a class, 21 kids were assigned the task of collecting a certain number of flowers. After a while, 12 kids stopped collecting flowers and ran off to play. Because of this, the remaining kids had to collect 60 more flowers each. (a) How many flowers had to be collected by each kid originally before 12 kids ran off to play? (b) How many flowers were collected by the kids in total?  Notes to student:"
Whole Numbers,"Lilly ran a barbie doll shop. She bought dolls at $6 each from a wholesaler. She sells each doll at $14. A doll is given free if a customer buys 2 dolls. Last week, her customers either bought 1 or 2 dolls. As a result, she had to give away 120 barbie dolls. If her total earnings last week was $2000, how many customers bought only 1 doll each?"
Whole Numbers,"A plant nursery procures rose saplings for $4 each and sells them for $14 each. Any person who buys 2 saplings gets one sapling free. On Christmas eve, all customers purchased either 1 or 2 saplings. Towards the end of the day, 400 saplings had been given away free. The nursery had earned $7600. How many people had bought only one sapling from the nursery?"
Whole Numbers,"A supermarket buys chocolate boxes at $6 each and sells them at $9 each. Any customer buying 2 boxes gets a box free. This Sunday, all customers who visited the supermarket, purchased either one or two chocolate boxes. During the day, the supermarket gave away 150 boxes away free and earned $2001. Calculate the number of customers who bought only one box of chocolate."
Whole Numbers,"John had 104 square plates. He puts these plates on the floor and arranges all the plates to form a hollow square. If there are no gaps between the plates, how many plates are there along each side of the square? (Note: Each corner of the square has a plate)"
Whole Numbers,14 rows of flower pots with 12 pots in each row were being rearranged. They were arranged to form the perimeter of a square with an equal number of pots on each side. How many pots did each side of the square have?
Whole Numbers,12 boxes of matchsticks with 60 matchsticks in each box were being used to form the perimeter of a square by arranging an equal number of sticks on each side. The matchsticks were placed on the surface of a table in such a way that the ends of each stick were always connected to another. How many matchsticks formed one side of the square?
Whole Numbers,There are a certain number of pages in a book. John counted and found that the digits that make up the pages in the book sum up to 819. How many pages are there in the book?
Whole Numbers,A textbook has 300 pages. What is the total number of digits in the textbook?
Whole Numbers,"Mary counted the number of digits representing the page numbers in a book and found that there were a total of 648 digits. (a) How many pages had 3 digits? (b) How many pages were there in the book?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Whole Numbers,"There are rows of 15 chairs in a school hall. 6 additional chairs were brought into the hall and all chairs were rearranged into rows of 12. Now, there are 10 more rows than before. How many chairs were there in the school hall at first?  "
Whole Numbers,"There are 30 sweets in a certain number of jars. Tom, a shopkeeper, had to rearrange these sweets such that there are 12 sweets in each jar. After the rearrangement, there are now 63 more jars than before and each jar contained exactly 12 sweets. (a) How many jars were there at first? (b) How many sweets are there?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Whole Numbers,"A shop had a certain number of sacks of rice at first. Each sack contained 34 kg of rice at first. 3 days later, the shop purchased another 12 kg of rice. Tom was then tasked to rearrange the rice into sacks of 26 kg each. After he had done so, he found that he had 18 more sacks of rice than what he had before. How much rice did the shop have in the end?"
Whole Numbers,"There are 4 bottles labelled P, Q, R and S. These bottles contained a total of 1620 marbles. The number of marbles in S was halved while the number of marbles in P and Q were increased by 110 and decreased by 30 respectively. Eventually, the number of marbles in all 4 bottles became equal. How many marbles were there in bottle S at first?"
Whole Numbers,"4 boxes labelled A, B, C and D contained a total of 1970 beads. The number of beads in A and B were increased by 220 and decreased by 60 respectively. Also, half of the number of beads in D was given away. As a result, the number of beads in all 4 boxes became equal. How many beads were there in box D at first?"
Whole Numbers,"John had 5 bags labelled P, Q, R, S and T. These bags contained a total of 4070 badges. The number of badges in S was doubled while the number of badges in P and Q were increased by 330 and decreased by 60 respectively. The number of badges in bag R stayed constant throughout. In the end, the number of badges in bags P, Q, R and S became equal. If there are no badges in bag T, how many badges were there in bag S in the end?"
Decimals,"A shop sells pencils. Out of every 20 pencils sold, 2 were defective. Defective pencils were sold at 80 cents each. A pencil in good condition cost 20 cents more than a defective pencil. (a) If the shopkeeper collected $2352 last month, how many pencils were sold last month? (b) What was the amount collected from the sale of defective pencils last month?  Notes to student:"
Decimals,"At a local thrift store, a shirt costs $5 and a hat costs $3.50 At the end of the day, the owner collected $655.50 from the sale of shirts and hats. For every 5 shirts sold, one hat was sold. (a) What is the total number of shirts sold for the day? (b) How much more money would the thrift store have made if all the items sold were shirts instead?  Notes to student:"
Decimals,"A fast food chain charges $3.80 for a burger, and $1.50 for a pack of fries. The fast food chain collected $4675 from the sale burgers and fries. For every 10 orders of burgers, there were 3 orders of fries. (a) How many burgers were ordered? (b) How much less revenue would the fast food chain have made if no fries were ordered?  Notes to student:"
Decimals,"Recently Sarah participated in a mathematics competition. The rules are as follows: Out of every 10 questions, Sarah skipped 1 and answered 2 incorrectly. If Sarah scored 65 marks, what is the total number of questions in the competition?"
Decimals,"The length of 3 identical rods is equal to the length of 8 identical wires. If the length of a wire is 9.6 cm, what is the length of 3 rods?  Notes to student: "
Decimals,"A toy store wants to bring in the latest toy cars and toy trains. 2 toy cars cost as much as a toy train. A toy car costs $12.90. With a budget of $9984.60, what is the number of train sets that the toy store can bring in if they have already placed an order for 500 toy cars?  "
Decimals,"At a bakery, 6 tarts cost as much as 2 pies. Martin bought 15 tarts and 6 pies at a cost of $52.80 How much does 1 tart cost?  Notes to student:"
Decimals,"Tammy paid $10.50 for 15 pens and 4 notebooks. If 10 pens cost as much as 2 notebooks, how much does a notebook cost?   Note to students:"
Decimals,"Linda had some 10-cent, 20-cent, 50-cent and $1 coins in her purse. The number of 10-cent coins is equal to the number of 20-cent coins. There were 18 more 50-cent coins than 10-cents coins. The number of $1 coins was twice the combined total of all the other coins in Linda'a purse. If there were a total of 657 coins in Linda's purse, what was the total value of all the 50-cent coins?  Notes to student:"
Decimals,"Tiffany was at the bank to deposit some coins. The bank teller verified that the total value of the coins was $261.25 There were 5 times as many 50-cent coins as there were 10-cent coins, and 4 times as many 10-cent coins as there were 5-cent coins. If there were 625 coins in total, how many 10-cent coins did Tiffany deposit? "
Decimals,"Sam wanted to donate all the money he had in his piggy bank to a local charity. In his piggy bank, he had a total of 175 coins, and it consisted of 50-cent, 10-cent, and 5-cent coins. The number of 10-cent coins is twice the number of 50-cent coins, and four times the number of 5-cent coins. How much could Sam donate?  Notes to student:"
Decimals,Jack bought a box of 60 marbles for $10.50 He sold 5 marbles for $3.60 How much profit did he earn if he sold all his marbles?  Notes to student:
Decimals,A kilogram of pomegranates costs $1.40 Jamie bought 15 kg of pomegranates and sold them at a price of $3.55 per kilogram. How much profit did Jamie make?  Notes to student:
Decimals,"A shopkeeper sold olive oil at $1.30 for every 150 ml. Given that the shopkeeper had obtained the olive oil at a cost of 55 cents per litre, how much did he earn if he sold 90 litres ofolive oil?  Notes to student:"
Decimals,"For every 120 sets of newspapers that Tony delivers, he gets a bonus of $20.40 If he delivers 40 sets of newspapers a day, he will earn a total amount of $3204.80 in a month of 30 days. What is his monthly fixed salary?  Notes to student:"
Decimals,"Sarah is a professional hair stylist at a salon, receiving a fixed salary each month. For every customer who requests for her services, she gets a commission of $0.20 for every $3 of services rendered. In 3 months, she rendered $14526 worth of services for the salon. Her total pay for 3 months was $4748.40 What is her fixed monthly salary?"
Decimals,"Austin works part time as a salesman selling laptops that cost $1999 each. He gets a monthly basic salary, and receives a 1 percent commission on every laptop sold. Given that he sold a total of 120 laptops, and earned a total of $16798.80 for the year, what is his monthly salary?"
Decimals,"The total cost of 8 identical backpacks, 6 identical pouches and 6 identical shirts is $301.30 The cost of 1 pouch and 1 shirt is $18.75 The cost of 1 pouch is $1.15 less than the cost of a shirt. What is the cost of 4 backpacks and 2 shirts?  Notes to student:"
Decimals,"A hair tie and a hair clip cost $2.60 in total. Sherry paid $17.20 in total for 5 hair ties, and 8 hair clips. Amanda decided that she liked Sherry's accessories, and decided to spend all the money in her pocket on them. If Amanda had $13.40 in her pocket and bought 3 hair ties, how many hair clips could she have bought with the rest of the money?  Notes to student:"
Decimals,"A slice of chocolate cake and a pie cost $5.20 in total. Julia bought 5 slices of chocolate cake, and 8 pies. How much does 1 pie cost if she paid $34.40?  Notes to student:"
Decimals,Jane's container of rice had a mass of 5.4 kg. Joel's container of rice had a mass of 7.8 kg. The amount of rice in Jane's container was17that in Joel's container. (a) What is the mass of rice in Jane's container? (b) Find the mass of an empty container. (Note: both containers are identical)  Notes to student:
Decimals,The total mass of a box with 25 chemistry textbooks is 32 kg. An identical box with 40 physics textbooks has a mass of 38 kg The mass of a physics textbook is `3/4` that of a chemistry textbook. (a) Find the total mass of 3 chemistry and 6 physics textbooks. (b) What is the mass of the box?  Notes to student:  
Decimals,A truck loaded with goods bound for destination A had a mass of 15750 kg A similar truck loaded with goods bound for destination B had a mass of 12500 kg. The mass of the goods for destination B was23the mass of the goods in the other truck. (a) Find the total mass of the goods in both the trucks. (b) What was the mass of a truck?  Notes to student:
Decimals,"Polly had some money. She spent $120 on a scarf and gave `5/12` of the remainder to Ben and Jerry. As a result, she had `1/2` of her money left. If Ben received $5.20 more than Jerry, how much did Ben receive?  Notes to student:"
Decimals,"John spent $53 for a helmet. He spent `3/11` of his remaining money on buying some shirts and handkerchieves. After his purchases, he found that he had spent half of what he had at the beginning. The amount of money spent on the shirts was five times the amount he spent on the handkerchieves. (a) What fraction of his money did he spend on the helmet? (b) If he bought 5 handkerchieves, how much did he pay for each handkerchief?  Notes to student:  "
Decimals,Alexia spent $1.86 on buying a lipstick. She spent `5/17` of the remaining money on a comb and some ribbons She was finally left with `1/4`of her initial amount. The cost of 2 combs is equal to the cost of 10 ribbons. How much did she pay for one comb?  Notes to student:
Decimals,Juliana spent $3.30 on a pack of playing cards. She then spent `3/7` of her remaining money on a bottle of milk and a bar of chocolate. She was finally left with `2/5` of her initial money. The cost of the milk bottle was 5 times the cost of the chocolate bar. How much did she pay for the bottle of milk?  Notes to student:
Decimals,A bag that is filled with 6 marbles has a mass of 80 g less than an identical bag that has 8 marbles. The mass of each bag is 0.2 of the mass of each marble. What is the mass of a bag that contains 16 marbles? 
Decimals,"Jess has a box that is used to contain her school books. When it was 0.75 filled, the box is 2.4 kg lighter than when it is full. She opened the box and found 12 similar sized books. The mass of each book is 0.05 of the mass of the box when it is completely filled with books. What is the mass of the box with 12 books?  Notes to student:"
Decimals,"Todd has 18 pens and a pencil box. When Todd puts23of the pens into the pencil box, the pencil box weighs 0.06 kg less than it would if Todd had placed all of the pens into the pencil box. If the mass of the pencil box is 4 times the mass of a pen, find the total mass of the pencil box in grams when it contains all the pens Todd has.   "
Decimals,"Tom earns 30 cents for each glass he sells. For every 45 glasses he sells, he will get a bonus of $1.50 On Tuesday, Tom earns $308.40 How many glasses did he sell? "
Decimals,A newspaper delivery boy earns $3 for every 400 newspapers that he delivers. He is paid a bonus of $3 for the delivery of every 600 newspapers. How many newspapers must he deliver in order to earn $303?
Decimals,"A teacher awards his students 3 points for each correct answer to the questions in a quiz. She also gives 8 bonus points for every 20 correct answers. If Kim scores 145 points in the quiz, how many correct answers did Kim get? "
Decimals,"I am thinking of a number. When I shift the decimal point of the number to the right twice, I get a number that is 9954.45 greater in value than the original number. What is the number that I am thinking of?"
Decimals,A card has a number written on it. The decimal point of the number is shifted 2 places to the left. The difference between the original number and the new number is 99.594. What is the original number?
Decimals,The cost of a cookie is $1.20 and the cost of a bar of chocolate is $1.60. John spent the same amount of money on the cookies and the chocolates. The number of cookies is 5 more than the number of chocolates. How many cookies did he buy?
Decimals,"The cost of a cookie is $1.60 and the cost of a candy is $2.40. John spent the same amount of money on the cookies and the candies. If there are 5 more cookies than candies, how many candies did he buy?"
Decimals,"Mary buys some bags and dolls. Each doll cost $35 and each bag cost $50. She spends an equal amount of money on the bags and the dolls. If there are 9 more dolls than bags, how many bags did she buy?"
Decimals,"A box contained some 50-cent coins and 20-cent coins. The total value of all the 50-cent coins was $55 more than the total value of all the 20-cent coins. If there were 50 more 50-cent coins than 20-cent coins, how many 50-cent coins were there?"
Decimals,"A pouch contained some 1-dollar coins and 20-cent coins. The total value of all the 1-dollar coins was $180 more than the total value of all the 20-cent coins. If there were 100 less 20-cent coins than 1-dollar coins, how many 20-cent coins were there?"
Decimals,A bag contained some $1 coins and 20-cent coins. There are 1000 more 20-cent coins that 1-dollar coins in the bag. The total value of the 20-cent coins was $160 more than the total value of the 1-dollar coins. How many 20-cent coins were there?
Fractions,"There were 188 students on a train. After29of the girls and27of the boys alighted from the train, the number of boys became equal to the number of girls on the train. How many girls were there on the train at first?  "
Fractions,"In a box, there were 238 pencils and erasers. After `1/2` of the erasers and `5/8` of the pencils were sold, the remaining number of pencils became equal to the remaining number of erasers. How many more pencils than erasers were there in the box at first? "
Fractions,"13of the males and25of the females in a park were children. There were a total of 777 people in the park. If the number of women was13of the number of men, how many children were there in the park?"
Fractions,"On a Sunday, a football match was held at a stadium. `2/3` of the males and `2/7` of the females in the stadium were children. There was a total of 3741 people in the stadium. If the number of women was twice the number of men, how many more males than females were there in the stadium?"
Fractions,"Sheryl runs a shop selling female accessories. At the beginning of this month, she had a total of 1920 hair combs and hair brushes in her shop. By the end of the month, she had sold half of her hair combs and bought another 129 hair brushes. As a result, the number of hair combs is now equal to the number of hair brushes. (a) How many hair combs did she have at the beginning of this month? (b) How many hair brushes did she have at the beginning of this month?   Notes to students:  "
Fractions,"An hour ago, there were a total of 1178 men and women in a seminar. At 1 p.m., 313 women joined the seminar. Also,1414of the men left the seminar to have lunch. In the end, there were an equal number of men and women at the seminar. How many more men than women were there at the seminar at first?    "
Fractions,"Adam had 599 pencils and erasers at first. Then, Jenny gave him 87 erasers. Meanwhile, Adam sold3535of his pencils away. In the end, he had as many pencils as erasers. (a) How many pencils did Adam have at first? (b) How many erasers did Adam have at first?   Notes to students:   "
Fractions,There are 620 peacocks and tigers in a zoo. 3535of the peacocks is equal to2727of the tigers. Find the difference in the number of peacocks and tigers in the zoo. 
Fractions,"1414of the cows  is equal to2929of the pigs in a farm. If there are a total of 748 pigs and cows, how many more pigs than cows are there in the farm?"
Fractions,"A flower shop has 150 pink and red roses. 2929of the pink roses is equal to4747of the red roses. If each red rose is sold for 30 cents and each pink rose is sold for 18 cents, how much will the florist collect from the sale of all the roses?   Notes to students "
Fractions,"A shop sells calculators and phones. 2323of the calculators is equal to611611of the phones in the shop. There are a total of 260 phones and calculators in the shop. Each calculator at the shop cost the shopkeeper $18. If the shopkeeper sells all the calculators at a price of $23.45 each, how much will he earn?    Notes to students"
Fractions,The total number of staff in the human resource department of a company is 435. The manager of the department found the following information: 13of the female staff is 23 less than14of the male staff. How many males are there in the human resource department?
Fractions,"A pet shop sells rabbits and dogs. In total, there are 782 rabbits and dogs at the pet shop. Robin, the pet shop owner, knows that1313of the total number of rabbits is 26 more than1515of the total number of dogs. If he collects $5677.20 from the sale of all the rabbits, how much did he sell each rabbit for?   Notes to students "
Fractions,There are 282 cows and pigs in a field. 14of the cows is 14 less than25of the pigs. How many more cows than pigs are there in the field?  
Fractions,A hardware store has some nuts and bolts stored in two different boxes. The total number of both the items is 8247. 2323of the number of nuts is 2 less than5959of the number of bolts. (a) Which of the two items is more in number? (b) What is the difference?    Notes to students:
Fractions,A cage in the zoo contains pigeons and peacocks. The number of pigeons in the cage is 60 more than1313of the total number of pigeons and peacocks. The number of peacocks in the cage is 20 more than3535of the total number of pigeons and peacocks. Determine the total number of pigeons and peacocks in the cage.
Fractions,There are a certain number of people at the zoo. The number of males is 65 more than13of the total number of people in the zoo. The number of females is 85 more than14of the total number of people in the zoo. How many people are there in the zoo? 
Fractions,"Nick had 2214 cows and pigs on his farm. He sold1212of his pigs and bought 68 more cows. As a result, the number of cows became1313of the number of pigs. (a) How many cows were there at first? (b) How many pigs were there at first?   Notes to students:   "
Fractions,"At first, Laura had some money. In all, she had 289 pieces of $10 notes and $5 notes. She then spent4545of her $5 notes on a dress and at the same time she received 8 pieces of $10 notes from her father. In the end, she had1212as many $10 notes as $5 notes. How much money did Laura have at first? "
Fractions,"A shopkeeper had a total of 406 calculators and phones at first. After he sold1414of his calculators and stocked up on another 74 phones, the number of phones became1313of the number of calculators. (a) How many calculators did he have at first? (b) How many phones did he have at first?   Notes to students:"
Fractions,"A salesman had a total of 426 sprays and perfumes. He bought 36 more perfumes from the wholesaler, but returned59of the sprays that he had. Following this, the number of perfumes with him became half of the number of sprays left with him. How many sprays did he have in the end?"
Fractions,"There are a certain number of children in a school. The first group of children comprises of2727of the children in the school. Each child in the first group received an equal number of buns each. The second group of children comprises of5757of the children in the school. Each child in the second group received thrice as many buns as each child in the first group. If 2244 buns were distributed to 154 children in the school, how many buns did each child from the second group receive?"
Fractions,"There are 75 children in an orphanage. The first group of children comprises of3535of the children in the orphanage. The rest of the children in the orphanage formed the second group. Each child in the first group received an equal number of pencils each. Each child in the second group received twice as many pencils as each child in the first group. If 1050 pencils were distributed to all the children in the orphanage, how many pencils did each child from the second group receive?"
Fractions,Some homeless people received $48000 from a charitable organisation. 1313of these people received the same amount of money each. The remaining 32 people received twice as much each. (a) How many homeless people were there? (b) How much money was given to the remaining homeless people?    Notes to students:
Fractions,Helen bought 72 tubs of chocolate and vanilla ice cream for her daughter’s birthday party. She paid a total of $3840. 59of the total number of tubs that she bought were chocolate ice cream. The cost of each tub of vanilla ice cream was58the cost of each tub of chocolate ice cream. Find the cost of one tub of chocolate ice cream.
Fractions,"John spent2525of his money. The amount of money he was left with is equal to1313of Sally's amount of money. If Sally had $44 more than John's original sum of money, how much did John spend?  "
Fractions,There were a total of 3300 mango and apple trees in an orchard. 11161116of the number of mango trees was equal to1414of the number of apple trees. The fruits from 275 mango trees and 605 apple trees were plucked and taken to the market. (a)   How many mango trees still had mangoes to be plucked? (b)   How many apple trees still had apples to be plucked?   Notes to students:
Fractions,"For an online examination, 19500 candidates had registered their names. 29of the number of boys was equal to421of the number of girls. How many less boys than girls had registered their names?  "
Fractions,"In an elephant safari,914of the number of female elephants is the same as25of the number of male elephants. There were 170 less female elephants as compared to male elephants. What is the total number of elephants in the safari? "
Fractions,"Bob and Allen had some beads at first. Bob gave1414of his beads to Allen. Next, Allen gave1616of his beads to Bob. As a result, both Bob and Allen had the same number of beads. The total number of beads that both Bob and Allen have is 480. (a) How many beads did Bob have at first? (b) How many beads did Allen have at first?   Notes to students: "
Fractions,"Jim and Kelly had some money. Jim gave1414of his money to Kelly. Next, Kelly proceeded to give1616of her money to Jim. In the end, both Jim and Kelly had the same amount of money. If they had a total of $1200, (a) how much did Jim have at first? (b) how much did Kelly have at first?   Notes to students: "
Fractions,"Nicole and Susan both have a total of 4320 beads. Nicole first gave1616of her beads to Susan. Next, Susan gave1414of her beads to Nicole. In the end, both Nicole and Susan had the same number of beads. How many more beads than Nicole did Susan have at first?"
Fractions,"Two boxes P and Q had a total of 108 ribbons in them. I transferred4949of the ribbons from box P to box Q. After this, I transferred1717of the ribbons from box Q to box P. Finally, both boxes had the same number of ribbons. Find the number of ribbons in each of the boxes at first."
Fractions,"Tommy was 8 years old 3 years ago. Currently, he is13as old as his mother. How many years will it take for Tommy to become12as old as his mother?"
Fractions,"Gina would be  17 years old in 9 years' time. Currently, she is14as old as her father. How many years will it take for Gina to become13as old as her father?"
Fractions,John is currently1616of his father's age. His father is 20 years older than him. How many years will it take for John to be1313as old as his father?
Fractions,Pearl is25as old as her cousin Stella now. Stella will be 68 years old after 13 years. After how many years will Pearl’s age be23of Stella’s age?
Fractions,"There are 4 bottles labelled P, Q, R and S. These bottles contained a total of 1620 marbles. The number of marbles in S was halved while the number of marbles in P and Q were increased by 110 and decreased by 30 respectively. Eventually, the number of marbles in all 4 bottles became equal. How many marbles were there in bottle S at first?"
Fractions,"4 boxes labelled A, B, C and D contained a total of 1970 beads. The number of beads in A and B were increased by 220 and decreased by 60 respectively. Also, half of the number of beads in D was given away. As a result, the number of beads in all 4 boxes became equal. How many beads were there in box D at first?"
Fractions,"John had 5 bags labelled P, Q, R, S and T. These bags contained a total of 4070 badges. The number of badges in S was doubled while the number of badges in P and Q were increased by 330 and decreased by 60 respectively. The number of badges in bag R stayed constant throughout. In the end, the number of badges in bags P, Q, R and S became equal. If there are no badges in bag T, how many badges were there in bag S in the end?"
Fractions,"Hector, Kenny and Elliot went shopping with $2190. Kenny spent $80 and Hector spent2525of his money. Hector spent half as much as Elliot and had $160 less than what Elliot had left. In the end, Kenny and Hector had the same amount of money left. How much money had Elliot at first?"
Fractions,"Heidi, Kelly and Eton went shopping with $2730. Kelly spent $90. Heidi spent3434of her money. Eton spent twice as much as Heidi and had $120 more than what Heidi had left. If Kelly and Heidi had the same amount of money left in the end, how much money had Eton at first?"
Fractions,"Helen, Kylie and Edward went shopping with $2310. Helen spent34of her money and Kylie spent $180. Helen spent13as much as Edward and had $240 less than what Edward had left. If Kylie and Helen had the same amount of money left in the end, how much money had Helen at first?"
